engine_id,sensor,cycles_survived,slope_per_cycle,start_mean,end_mean,trend_r2,spearman_cycle
14,sensor_2,180,0.004058407152483047,642.6034999999999,643.632,0.3099532557694158,0.5349857572280773
15,sensor_2,207,0.0068324295656504745,642.029,643.652,0.5561415744599906,0.7263582620758405
16,sensor_2,209,0.004246293180504445,642.7925,643.8840000000001,0.3914653906609006,0.6161601603335772
17,sensor_2,276,0.004671351721579173,641.981,643.6780000000001,0.5490696543063325,0.7371690567840716
18,sensor_2,195,0.005372461117675018,642.0895,643.738,0.4351840618923646,0.6353950667050235
20,sensor_2,234,0.0036737260851930505,642.615,643.8199999999999,0.3377378031671816,0.5462764115808225
21,sensor_2,195,0.00501382123031612,642.37,643.8299999999999,0.41149375911405106,0.6344344444325464
22,sensor_2,202,0.004543870900581508,642.694,643.572,0.4680572188860842,0.6901892917124971
24,sensor_2,147,0.008376073865308874,642.394,643.83,0.53326334993568,0.7116599682330293
25,sensor_2,230,0.00426217147196876,642.5170000000002,643.668,0.405260439211951,0.6213136224450617
26,sensor_2,199,0.004199177706717636,642.5965,643.57,0.388342799943842,0.5985718857741977
27,sensor_2,156,0.006967346809753291,642.45,643.6540000000001,0.48309061908027584,0.6958616459599917
28,sensor_2,165,0.009058744957661432,642.0745,643.7760000000001,0.5980418908016756,0.7467664474005556
29,sensor_2,163,0.0072675555998893224,642.3985,643.8340000000001,0.5321011165374993,0.7174435077045161
30,sensor_2,194,0.006720556512018918,642.0075,643.6940000000001,0.538426861362785,0.709342222907679
33,sensor_2,200,0.006523678091954975,642.0029999999999,643.694,0.5516200915270477,0.7389748141894739
35,sensor_2,181,0.006018213830370214,642.4129999999999,643.646,0.4438363471859331,0.6470626344705284
36,sensor_2,158,0.00662215014930795,642.56,643.7339999999999,0.4449572254823565,0.6452351009722681
37,sensor_2,170,0.006146994705701861,642.5745,643.638,0.46794714657380176,0.6605850617839796
38,sensor_2,194,0.00429121554157691,642.6265000000001,643.6299999999999,0.32750320775340025,0.5555208572171859
39,sensor_2,128,0.008066974913018794,642.671,643.93,0.4273732273907215,0.6553266889870464
41,sensor_2,216,0.005346217506757758,642.2439999999999,643.76,0.47867838457851075,0.6790162720809357
42,sensor_2,196,0.005092000095624786,642.4195000000001,643.566,0.4233246660455052,0.6364666965054017
43,sensor_2,207,0.006382913379010123,642.1534999999999,643.7959999999999,0.522663359459385,0.705688832588886
44,sensor_2,192,0.006476650028486607,642.2145,643.692,0.5491551414164946,0.7229098716017079
47,sensor_2,214,0.006281714630315611,642.037,643.508,0.5505056985700918,0.7346672011163516
48,sensor_2,231,0.004374715239782567,642.2465,643.832,0.41040299857755713,0.6211268021448543
49,sensor_2,215,0.004270822767998196,642.5645000000001,643.692,0.38388925321934286,0.6043078261149054
50,sensor_2,198,0.00544196138359845,642.4069999999999,643.596,0.47955604182748546,0.671543190985027
51,sensor_2,213,0.005058004525121601,642.128,643.632,0.45931192603740756,0.6516972282292521
52,sensor_2,213,0.004634078496722969,642.683,643.678,0.43541374647412623,0.6534455025743843
53,sensor_2,195,0.005501642687212112,642.3954999999999,643.806,0.47466281844100255,0.6697756234388283
55,sensor_2,193,0.004458712809146402,642.4775000000001,643.6719999999999,0.31601075829914593,0.515276441414062
56,sensor_2,275,0.0033078387813373733,642.6895000000001,643.668,0.40337008395387686,0.6259340445387925
57,sensor_2,137,0.008417962551566288,642.374,643.734,0.47832810804196024,0.6717884901775913
58,sensor_2,147,0.007101073676414332,642.3399999999999,643.758,0.4238112565548544,0.6198293969913188
59,sensor_2,231,0.005205426507525185,642.1485,643.592,0.5045540029096474,0.6879926960018642
60,sensor_2,172,0.005292861472135007,642.67,643.462,0.37976042658890485,0.5936936545814986
61,sensor_2,185,0.0074114514233712125,642.074,643.728,0.5603046351118008,0.7408317607886635
62,sensor_2,180,0.004704898299328947,642.615,643.4559999999999,0.39132973417441297,0.6226551119904629
63,sensor_2,174,0.004715954326717406,642.5529999999999,643.49,0.3498997331005559,0.5738211852706266
64,sensor_2,283,0.0036888839237967956,642.4230000000001,643.7360000000001,0.41715544655628656,0.6251220645717591
65,sensor_2,153,0.008246518703174876,642.189,643.566,0.5548836376947481,0.7175843304574826
66,sensor_2,202,0.004016412596337978,642.802,643.472,0.39521993617235174,0.6183535931210414
67,sensor_2,313,0.003754733240143413,642.344,643.522,0.4923914276967869,0.6946445484719417
68,sensor_2,199,0.004972331353740983,642.5295000000001,643.764,0.4370028582181589,0.6439712634946299
69,sensor_2,362,0.003145849852414349,642.3,643.714,0.47773263715592085,0.6749379850747814
70,sensor_2,137,0.009004984412043436,642.4255,643.7839999999999,0.5684965664747434,0.7417179619051961
72,sensor_2,213,0.004906566892095134,642.387,643.828,0.432747034476038,0.635378021020876
73,sensor_2,213,0.0041555877319954665,642.6605,643.518,0.38038994106742297,0.6268927070765629
75,sensor_2,229,0.004881606427307954,642.4965000000001,643.7880000000001,0.5392855583947989,0.7332595672625747
76,sensor_2,210,0.004562137787380317,642.7065,643.6560000000001,0.4180042422310002,0.6518199557631423
79,sensor_2,199,0.005909715242882755,642.2275000000001,643.874,0.4426252140247311,0.6468658878224537
80,sensor_2,185,0.004060801334291524,642.6424999999999,643.802,0.2986585486329596,0.5141047545161712
82,sensor_2,214,0.005783960008694143,642.0240000000001,643.518,0.4902548339534957,0.688368400879369
83,sensor_2,293,0.004819271015712836,641.8405,643.772,0.5503343114557431,0.7277382241656816
85,sensor_2,188,0.005193522928191906,642.4255,643.5699999999999,0.4833791317852504,0.683985064559002
86,sensor_2,278,0.003341339970995435,642.6175,643.3820000000001,0.3854589337005824,0.606576403742565
87,sensor_2,178,0.00575234937958214,642.469,643.654,0.4866259600405596,0.6809586703569148
88,sensor_2,213,0.005318397778665872,642.224,643.726,0.4649556446426746,0.6710981837002467
89,sensor_2,217,0.005625889598215704,642.2629999999999,643.3799999999999,0.5357598237685138,0.7282014554870907
90,sensor_2,154,0.007580965524036936,642.2845,643.6560000000001,0.45011652949052283,0.639109420508493
92,sensor_2,341,0.0030165269997476816,642.2965,643.8299999999999,0.4694597675856753,0.6696988226751766
93,sensor_2,155,0.008642389868196572,642.1115,643.5959999999999,0.5606641236425566,0.7354973661249294
94,sensor_2,258,0.002661217262611813,642.7624999999999,643.6099999999999,0.2535507878936408,0.4929676024634449
95,sensor_2,283,0.004867499107871675,642.1175000000001,643.664,0.5559505799163224,0.7365876646439214
96,sensor_2,336,0.0036641000170822583,642.2270000000001,643.8280000000001,0.504673716163168,0.6980303595395885
97,sensor_2,202,0.0051831730485747685,642.1854999999999,643.588,0.408736033691963,0.6007943306763037
98,sensor_2,156,0.00860087559861186,642.2194999999999,643.6519999999999,0.5459007224817394,0.7289173076867164
99,sensor_2,185,0.006912114779573467,642.2269999999999,643.846,0.543195353461835,0.7170690585316908
100,sensor_2,200,0.005503165079128477,642.3860000000001,643.506,0.47861879450417943,0.6926999828195614
2,sensor_3,287,0.05840091311128115,1583.989,1602.47,0.5398524176282553,0.7261638924206231
3,sensor_3,179,0.08596744293097466,1584.1019999999999,1602.3719999999998,0.48654639190983084,0.6715251263662877
4,sensor_3,189,0.06638621376135144,1586.9755,1606.638,0.3533687458106871,0.5633159538691535
6,sensor_3,188,0.06374629542339308,1588.796,1601.6660000000002,0.4284613230832329,0.6381322184237183
7,sensor_3,259,0.052532176183341606,1586.1225,1601.1019999999999,0.46857109648382067,0.6683688974929604
8,sensor_3,150,0.0687775812258282,1590.5725,1604.136,0.3184624855430356,0.5492562734395985
9,sensor_3,201,0.07240883700310154,1584.1405,1599.6200000000001,0.4757975918598537,0.6757371826161701
10,sensor_3,222,0.06216387318471254,1584.81,1602.134,0.4069116395654425,0.6071303319256812
12,sensor_3,170,0.054608569805999964,1589.112,1600.076,0.2909991796924505,0.517017902440769
14,sensor_3,180,0.07457646840951607,1589.803,1601.9140000000002,0.46920146250378714,0.6866876001893605
15,sensor_3,207,0.0729168019612334,1583.348,1603.372,0.47922083232004475,0.6762437502194947
16,sensor_3,209,0.04568825910931303,1590.7024999999999,1602.6660000000002,0.25761701654701397,0.49622826219214605
17,sensor_3,276,0.05213580571053302,1584.436,1601.666,0.4625081291641574,0.6514816187865627
18,sensor_3,195,0.08201814238780505,1583.4795,1604.596,0.5010895097174128,0.6826660473552153
20,sensor_3,234,0.05231688945395348,1588.0705000000003,1603.4740000000002,0.4561917025506145,0.6809333829460719
21,sensor_3,195,0.05890800951625657,1587.9595,1602.048,0.35948012036383437,0.5724849335753788
22,sensor_3,202,0.048309799585211255,1590.7250000000001,1601.872,0.3479954505856876,0.6010969696022488
24,sensor_3,147,0.08852443161640647,1587.1495,1601.6860000000001,0.4434787235094393,0.6524453880827747
25,sensor_3,230,0.05578200952266054,1588.396,1601.328,0.4155347456959917,0.622996124600037
26,sensor_3,199,0.047519719811180305,1589.2525,1602.5279999999998,0.327785438990975,0.5431062247116587
27,sensor_3,156,0.08431858197277196,1587.6125,1604.366,0.4320959463185893,0.628343564491023
28,sensor_3,165,0.08090027515829104,1585.092,1598.992,0.4486969290774152,0.6586714450223208
29,sensor_3,163,0.06981883274865094,1588.4245000000003,1599.846,0.40422267075640284,0.6362877487961812
30,sensor_3,194,0.07809374910116983,1584.2355000000002,1601.85,0.49135832915313404,0.687917236270079
33,sensor_3,200,0.08163798844972321,1581.5695,1602.774,0.5189522730367575,0.7237168710501227
35,sensor_3,181,0.07781733551899296,1587.4864999999998,1599.342,0.48517701315856654,0.6919060144696835
36,sensor_3,158,0.055391559254523506,1589.3460000000002,1598.9,0.3049229544551354,0.5402130202075338
37,sensor_3,170,0.06095115442627419,1589.1844999999998,1600.9699999999998,0.32174720139401347,0.5534577061768208
38,sensor_3,194,0.05751950298512544,1589.2195,1603.998,0.33669986458114376,0.5651797142252731
39,sensor_3,128,0.08670864997253155,1589.9785000000004,1601.4379999999996,0.3326302136086544,0.5474756116503253
41,sensor_3,216,0.06955896712273124,1584.7689999999998,1605.126,0.4953860595056484,0.6896391790241555
42,sensor_3,196,0.05672512331757819,1586.908,1598.19,0.36788263166493307,0.6055264028225947
43,sensor_3,207,0.06703395081772355,1583.9085,1599.654,0.4530866426636796,0.6436333035126295
44,sensor_3,192,0.07596376278382527,1585.4969999999998,1603.174,0.5085400600744241,0.7116193389240528
47,sensor_3,214,0.08121342267908696,1582.6285,1603.842,0.5578582076762908,0.738906381923363
48,sensor_3,231,0.06135422223952699,1584.2959999999998,1603.71,0.4270085823987775,0.6067580467076764
49,sensor_3,215,0.04666955251273671,1588.1125,1599.036,0.3127738566540982,0.5527015886552895
50,sensor_3,198,0.0761806571698671,1584.4689999999998,1604.1280000000002,0.49967778846392596,0.6839945195848294
51,sensor_3,213,0.0716919787105614,1584.3645000000001,1605.632,0.48195730603252385,0.688265398788325
52,sensor_3,213,0.06390761248854233,1588.2785,1604.08,0.46960155885422805,0.6664325860219956
53,sensor_3,195,0.06681338102251175,1586.6299999999999,1607.82,0.4394015647578765,0.6376967337556253
55,sensor_3,193,0.05573834196891111,1588.9180000000001,1604.098,0.3230126741205236,0.5295034509791845
56,sensor_3,275,0.03422438475519378,1589.239,1600.3160000000003,0.2950380698473052,0.5297600466253449
57,sensor_3,137,0.0949995332947434,1586.9875000000002,1601.058,0.4613278185511861,0.6672539401847091
58,sensor_3,147,0.06875510959659471,1588.043,1601.0720000000001,0.2982508195698602,0.5108808887369196
59,sensor_3,231,0.07030347164079874,1583.7224999999999,1600.618,0.5162824575298806,0.6987505327113267
60,sensor_3,172,0.0826839463896994,1587.2465,1604.0880000000002,0.4816771699987059,0.6792540935548096
61,sensor_3,185,0.08298995489177664,1583.7585,1604.316,0.45944178487042076,0.6606471458811967
62,sensor_3,180,0.050996162432994326,1589.8120000000001,1599.0719999999997,0.2975436920055563,0.5352716071506002
63,sensor_3,174,0.08201830348244722,1588.0414999999998,1604.572,0.4588644717897554,0.6711755372904735
64,sensor_3,283,0.05210033450836609,1587.5225,1606.6999999999998,0.4933924987888707,0.680858949318536
65,sensor_3,153,0.09637429134333433,1583.3120000000001,1599.1460000000002,0.5041916758805927,0.7129539581444938
66,sensor_3,202,0.05330892239286432,1590.6495,1602.3319999999999,0.38881896084179823,0.612196243203112
67,sensor_3,313,0.04088235109958175,1587.225,1601.348,0.4129094001441286,0.6281498828022679
68,sensor_3,199,0.06360634993148026,1587.762,1605.0120000000002,0.4059034311221761,0.5928208954698639
69,sensor_3,362,0.03183129800546627,1586.6574999999998,1602.5539999999999,0.3816854586325622,0.5981660575712558
70,sensor_3,137,0.08933881867567539,1587.453,1601.576,0.42382852909362123,0.6525464170356776
72,sensor_3,213,0.05704840043611475,1586.68,1600.132,0.41048524178089585,0.6266388750297728
73,sensor_3,213,0.04211879813530926,1591.7819999999997,1599.538,0.2882237081639232,0.5297605668710559
75,sensor_3,229,0.04485324712959423,1589.2984999999999,1600.9920000000002,0.3139457039704281,0.558192856504664
76,sensor_3,210,0.043600496285958266,1590.923,1601.702,0.27457200735276177,0.5048094942745094
79,sensor_3,199,0.08603665296178194,1583.5895,1601.53,0.5354636483546207,0.7199519413827857
80,sensor_3,185,0.06733355445206533,1588.909,1603.068,0.39834027513968306,0.6193282371716539
82,sensor_3,214,0.07438416021012034,1583.849,1602.7959999999998,0.45739199768947936,0.654742885244791
83,sensor_3,293,0.05532736644145547,1583.0880000000002,1602.95,0.5302317402009558,0.7129812783589883
85,sensor_3,188,0.06154759647250483,1587.0135000000002,1599.962,0.3856879881642673,0.6047161373342086
86,sensor_3,278,0.037131903421014426,1588.7490000000003,1599.772,0.3413441270305314,0.5821270285459786
87,sensor_3,178,0.07133427099280673,1587.3745000000004,1597.97,0.45148488973128365,0.6703456816570763
88,sensor_3,213,0.06493340221189185,1586.3235,1600.128,0.46129940684273196,0.6839530150467378
89,sensor_3,217,0.0653022989801575,1585.987,1602.546,0.4539996687350025,0.6605590511660772
90,sensor_3,154,0.08306532935754855,1585.1235,1601.28,0.40570359620722196,0.6102654756892706
92,sensor_3,341,0.044510844992420924,1584.808,1602.574,0.4752955418367092,0.6681768786568014
93,sensor_3,155,0.09488785408140381,1585.0375000000001,1600.93,0.4292266628698893,0.6168233786152333
94,sensor_3,258,0.04356621057372293,1589.8115000000003,1601.964,0.34433577621207534,0.5643028314976902
95,sensor_3,283,0.052814465924937125,1583.446,1604.45,0.46486817335456165,0.6593067945623534
96,sensor_3,336,0.04345403756967627,1583.4834999999998,1600.342,0.5200586973490753,0.7251729785650305
97,sensor_3,202,0.06525816753427732,1586.566,1606.06,0.3828954198310567,0.6032819488485732
98,sensor_3,156,0.10030657015061728,1584.5040000000004,1601.6559999999997,0.5153850837174032,0.7172566175902111
99,sensor_3,185,0.07186270421894458,1584.3335000000002,1602.258,0.45297761014869586,0.6834357432888769
100,sensor_3,200,0.0622872346808707,1588.2265,1602.1160000000002,0.451051116711512,0.6657926386054155
2,sensor_4,287,0.0974284303095311,1397.353,1430.258,0.6895918442770679,0.827132688899012
3,sensor_4,179,0.1311908647709945,1399.1694999999997,1428.9920000000002,0.6233506824213346,0.787819948153019
4,sensor_4,189,0.09785163262766393,1403.233,1429.16,0.4786004933111254,0.6612272213455508
6,sensor_4,188,0.10658013173031748,1407.538,1431.01,0.663515553869886,0.8050960371997539
7,sensor_4,259,0.10362113813276726,1397.17,1426.8,0.6869958560632279,0.8268164103320259
8,sensor_4,150,0.10800808924840714,1409.2085000000002,1426.5080000000003,0.5323317894375921,0.724228540752312
9,sensor_4,201,0.10922657011969661,1397.5135,1428.082,0.535625346176946,0.7270425994430866
10,sensor_4,222,0.11926502258604925,1395.958,1428.386,0.6970134698078815,0.8356681275334968
12,sensor_4,170,0.1207258626901443,1407.2445,1429.3620000000003,0.6248244857009573,0.7764019228050596
14,sensor_4,180,0.11092908217331766,1406.5865,1427.5440000000003,0.6245009057125015,0.78960621545541
15,sensor_4,207,0.13362217369657764,1395.6639999999998,1431.708,0.6755272690833738,0.8264574288323374
16,sensor_4,209,0.08221947789053366,1409.8704999999998,1429.524,0.5500970477618358,0.7259741429127292
17,sensor_4,276,0.08704559295672197,1398.145,1425.7820000000002,0.6171239322291369,0.7748468305272671
18,sensor_4,195,0.10971682661962283,1398.48,1424.958,0.530407956269179,0.6967398204655364
20,sensor_4,234,0.08755706655989293,1405.896,1432.282,0.6269334688966943,0.7968530124282251
21,sensor_4,195,0.09485243328100591,1404.319,1429.2060000000001,0.5296561727241502,0.7133769713484136
22,sensor_4,202,0.07904682314419101,1410.9305,1429.216,0.5343559588269327,0.7105999837721125
24,sensor_4,147,0.1627610711074455,1400.3850000000002,1429.4579999999999,0.6483975945827201,0.7985432400121966
25,sensor_4,230,0.08098833461962773,1406.4919999999997,1430.8380000000002,0.5595262441767543,0.7351705911904912
26,sensor_4,199,0.08255783462768951,1409.109,1426.016,0.4993691294274516,0.6854480397619029
27,sensor_4,156,0.12232239098480734,1405.066,1425.7459999999999,0.606501224190009,0.7770513593564519
28,sensor_4,165,0.16393361472498155,1397.4275,1428.2459999999999,0.6656946110584934,0.7878353162127566
29,sensor_4,163,0.13515863911195408,1404.5594999999998,1432.984,0.6585784359958249,0.8320886940602383
30,sensor_4,194,0.1377032620709753,1397.591,1427.78,0.621742765001438,0.7844375250141465
33,sensor_4,200,0.13958135453386641,1396.743,1428.9379999999999,0.646821499513198,0.7886682412115693
35,sensor_4,181,0.11653601279015835,1404.0840000000003,1428.196,0.603877725078676,0.7598425913995474
36,sensor_4,158,0.1369428120707193,1406.3005,1428.906,0.6582003425824384,0.8151141617149888
37,sensor_4,170,0.11458918790188694,1406.2689999999998,1427.9,0.5850399113659754,0.7452270177882853
38,sensor_4,194,0.09081155263730364,1409.1005,1430.182,0.4863108395425587,0.6669200508557547
39,sensor_4,128,0.16302929294085675,1407.1295000000002,1428.836,0.6252524170471008,0.781201225193554
41,sensor_4,216,0.10949071791757098,1400.3179999999998,1428.3740000000003,0.6349066692515277,0.7979456683404887
42,sensor_4,196,0.11260725641290396,1403.1745,1425.962,0.6494286827961111,0.7857947142629224
43,sensor_4,207,0.12985035068351347,1397.5100000000002,1429.254,0.6587546268856477,0.803502108065658
44,sensor_4,192,0.13062500847733918,1398.8490000000002,1428.2379999999998,0.6618878975912916,0.8069527887562093
47,sensor_4,214,0.11943675441040288,1398.7069999999999,1427.846,0.6338153826427227,0.7914242586503688
48,sensor_4,231,0.08719168013395676,1398.074,1427.25,0.5248241234323536,0.7055984224753105
49,sensor_4,215,0.10001805163128857,1404.8870000000002,1430.358,0.6503434419239299,0.8000433481578141
50,sensor_4,198,0.11414999934297283,1401.3480000000002,1431.028,0.6589678072982362,0.8145737596613091
51,sensor_4,213,0.09646328863677356,1397.0300000000002,1428.044,0.5413284916025446,0.7281046246802044
52,sensor_4,213,0.09722467408932087,1405.8514999999998,1429.618,0.6013827206979487,0.7727358101360787
53,sensor_4,195,0.10596044603408372,1402.3155000000002,1427.786,0.627356406119028,0.7873093762358843
55,sensor_4,193,0.09633718484589833,1405.225,1431.952,0.4988805028443437,0.6887881956994856
56,sensor_4,275,0.06305694584691696,1408.0529999999999,1430.252,0.5481465426682645,0.7313184975956374
57,sensor_4,137,0.17284536188324157,1402.1185,1428.132,0.6134661794079913,0.7652196030938206
58,sensor_4,147,0.15420071175452385,1402.462,1431.2800000000002,0.6199641586694059,0.7947581673433838
59,sensor_4,231,0.10935740571272748,1396.801,1428.764,0.6430736064499006,0.7952397688066262
60,sensor_4,172,0.11785136655322288,1404.655,1427.81,0.6077620874290877,0.7696852993498157
61,sensor_4,185,0.13844232591637834,1396.2065,1425.2079999999999,0.656575333572649,0.7992564703506495
62,sensor_4,180,0.09104464129551534,1409.538,1426.1000000000001,0.5703719442119912,0.761068657133543
63,sensor_4,174,0.10552047609556384,1405.091,1429.2340000000002,0.5718533238301211,0.7511586347207843
64,sensor_4,283,0.07485102253245698,1404.6185,1429.6559999999997,0.6227286345511813,0.7745228689887083
65,sensor_4,153,0.16202350796778214,1399.2415,1428.666,0.6034506049304218,0.7685476271274596
66,sensor_4,202,0.0881739985630082,1409.8259999999998,1428.9540000000002,0.5535936823201941,0.7477845361078751
67,sensor_4,313,0.07019266772380164,1402.3089999999997,1429.388,0.6517418371668301,0.8020583283720549
68,sensor_4,199,0.09699401553220806,1406.0735,1427.534,0.5859759472982384,0.7607085902875084
69,sensor_4,362,0.06782373235591635,1402.3905,1429.8319999999999,0.6679822364488132,0.8116562414806062
70,sensor_4,137,0.17350364963503348,1402.7685,1429.902,0.6771540827171258,0.819775724532131
72,sensor_4,213,0.11780997215882275,1402.127,1430.374,0.6583098939310252,0.8081312140730469
73,sensor_4,213,0.08209298109233434,1409.502,1430.058,0.5342103899404873,0.7129886930569089
75,sensor_4,229,0.09367027070238704,1404.4885000000002,1431.034,0.6597049595853013,0.811501227108287
76,sensor_4,210,0.0854076250514287,1409.0915,1429.998,0.5414132714724045,0.7182857729710684
79,sensor_4,199,0.12824342926755497,1398.3335000000002,1430.4940000000001,0.6250250459309863,0.7960109608735068
80,sensor_4,185,0.07631657253326132,1409.135,1428.234,0.4040898830964863,0.6077590373418286
82,sensor_4,214,0.1171354726927091,1397.0770000000005,1428.27,0.5982386476594351,0.7696284416631769
83,sensor_4,293,0.0892800228230985,1396.1860000000001,1429.102,0.6351181644998467,0.7887395941445867
85,sensor_4,188,0.1078284905193585,1405.8295,1429.986,0.6012025618588512,0.7627567698393891
86,sensor_4,278,0.08340919950658843,1404.4384999999997,1426.8580000000002,0.6482985067903668,0.7938299424958446
87,sensor_4,178,0.12321281713831576,1404.2580000000003,1431.1740000000002,0.6200329585462233,0.7681937001507931
88,sensor_4,213,0.10983470386771317,1401.214,1430.388,0.6549924963849121,0.8083744758443251
